Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,Urology,Bladder Cancer Surgery,"Mason, Ross",,,,,26,34,22,28
2017_q1,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2017,1,37,174,58,108
2017_q2,,Cystoscopy,,Zone 1,Valley Regional,2017,2,52,165,36,113
12month_rolling,Ophthalmology,Cataract Surgery,"Hussain, Ahsen Ayyaz",,,,,44,167,21,63
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2018,3,27,97,53,113
12month_rolling,Plastic Surgery,Carpal Tunnel Surgery,"Brennan, Michael",,,,,102,664,48,210
2018_q1,,Bladder Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2018,1,13,28,45,91
12month_rolling,Neurosurgery,Cervical Spine (Neck) Surgery,"Weise, Lutz",,,,,50,172,70,119
2018_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Marthas Regional,2018,2,22,59,88,141
2017_q3,,Breast Reduction Surgery,,Zone 4,QE2,2017,3,129,449,245,622
12month_rolling,Otolaryngology (ENT),Salivary Gland Surgery,"Williams, Blair",,,,,25,38,67,109
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Klassen, Dennis R",,,,,179,215,65,99
2016_q3,,Oculo Plastic Surgery,,Total,Provincial,2016,3,36,84,118,158
2018_q2,,Hernia Repair - Incisional,,Total,Provincial,2018,2,76,226,85,258
2018_q1,,Bowel Resection - Open,,Total,Provincial,2018,1,16,85,27,83
2017_q3,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2017,3,114,224,99,348
12month_rolling,Thoracic Surgery,Sternotomy / Thoracotomy,"Mujoomdar, Aneil Arvind",,,,,22,35,23,56
12month_rolling,General Surgery,All,"Romao, Rodrigo Luiz",,,,,29,64,64,222
2018_q1,,Hernia Repair - Laparoscopic Ventral,,Total,Provincial,2018,1,54,186,72,252
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Hoogerboord, C Marius",,,,,42,159,27,106
12month_rolling,Dental,Bone / Cartilage Graft,"Bourque, Susan",,,,,22,42,65,95
2018_q3,,Hernia Repair - Umbilical,,Zone 4,QE2,2018,3,81,171,86,254
2016_q3,,Bowel Resection - Open,,Zone 1,Valley Regional,2016,3,,,30,79
3month_rolling,,Colorectal Cancer Surgery,,Zone 1,South Shore Regional,2018,3,16,23,,
12month_rolling,Plastic Surgery,Otoplasty,"Bezuhly, Michael",,,,,54,101,343,429
2017_q4,,Tubal Ligation,,Zone 1,Valley Regional,2017,4,76,292,57,148
12month_rolling,Vascular Surgery,Gastrointestinal Tract Surgery,"Heisler, Benjamin",,,,,7,7,32,49
2018_q2,,Hip Replacement,,Zone 4,QE2,2018,2,120,232,210,799
2017_q3,,Hernia Repair - Incisional,,Total,Provincial,2017,3,68,187,52,157
12month_rolling,Neurosurgery,All,"McNeely, P Daniel",,,,,55,95,23,95
2018_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2018,1,78,138,50,96
2017_q2,,Foot - Arthrodesis,,Zone 4,QE2,2017,2,100,279,143,249
2018_q3,,Bowel Resection,,Zone 1,Yarmouth Regional,2018,3,20,55,,
12month_rolling,Plastic Surgery,All,"Atiyah, Abdulrazzak O",,,,,27,84,22,166
2016_q4,,Cystoscopy,,IWK,IWK,2016,4,,,66,218
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Abutu, Natheniel",,,,,51,64,57,80
12month_rolling,General Surgery,Bowel Resection,"Murdoch, John L",,,,,20,89,36,132
2016_q3,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2016,3,43,152,102,201
12month_rolling,General Surgery,Bowel Resection - Open,"Johnson, Kevin",,,,,21,84,27,70
2018_q3,,Hysteroscopy,,Zone 3,St. Marthas Regional,2018,3,44,97,65,272
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Walsh, Mark J",,,,,91,166,49,74
12month_rolling,Urology,Male Circumcision  (Pediatric),"Miller, M Dale",,,,,85,305,56,316
2018_q1,,Strabismus Surgery  (Adult),,Zone 4,QE2,2018,1,574,953,354,472
2017_q3,,Knee Scope with ACL Repair,,Total,Provincial,2017,3,36,241,64,196
2017_q4,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2017,4,22,91,25,105
3month_rolling,,Endometrial Ablation,,Zone 1,South Shore Regional,2018,3,,,39,91
12month_rolling,,Insertion Vascular Access Catheter,,Zone 1,South Shore Regional,2018,3,10,95,8,23
2018_q3,,Breast Cancer Surgery,,Zone 1,Valley Regional,2018,3,12,31,32,51
2018_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2018,3,,,51,101
2017_q3,,Foot - Bunionectomy,,Zone 4,QE2,2017,3,378,790,152,248
2017_q2,,Strabismus Surgery  (Adult),,Total,Provincial,2017,2,398,828,255,465
12month_rolling,Orthopaedic,Knee Scope with ACL Repair,"Urquhart, Nathan Alexander",,,,,16,48,49,188
2018_q1,,Carpal Tunnel Surgery,,Zone 3,St. Marthas Regional,2018,1,65,406,34,202
12month_rolling,General Surgery,Hernia Repair - Incisional,"Klassen, Dennis R",,,,,138,182,98,1891
12month_rolling,Urology,Kidney Stone Surgery,"McCarthy, John Paul",,,,,1,1,39,208
12month_rolling,,Hernia Repair - Laparoscopic Incisional,,Zone 4,Dartmouth General,2018,3,161,398,284,400
2017_q3,,Knee Replacement Revision,,Total,Provincial,2017,3,104,313,59,162
12month_rolling,Urology,Female Incontinence Surgery,"McCarthy, John Paul",,,,,,,471,561
2018_q2,,Lymph Node Biopsy,,Total,Provincial,2018,2,17,54,14,30
2018_q2,,Bowel Resection,,Zone 3,Cape Breton Regional,2018,2,8,33,20,41
12month_rolling,Neurosurgery,Back Surgery  (Adult),"Malik, Hatim G",,,,,4,50,17,64
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2018,3,155,183,106,169
2017_q4,,Hernia Repair  (Adult),,Zone 2,Aberdeen Hospital,2017,4,25,56,125,322
2018_q1,,Cataract Surgery,,Zone 2,Aberdeen Hospital,2018,1,125,161,162,218
3month_rolling,,Shoulder Surgery,,Zone 4,QE2,2018,3,111,229,130,419
2018_q2,,Ear Tubes  (Pediatric),,Total,Provincial,2018,2,41,153,50,96
2016_q4,,Tendon / Ligament Repair,,Zone 4,Dartmouth General,2016,4,,,37,75
2017_q2,,Angioplasty,,Zone 4,QE2,2017,2,26,41,29,122
12month_rolling,Ophthalmology,All,"Gupta, Rudra Rishi",,,,,29,71,68,176
12month_rolling,Cardiac Surgery,Cardiac Valve Replacement,"Herman, Christine",,,,,,,7,85
2017_q3,,Sacral Nerve Stimulation,,Zone 4,QE2,2017,3,84,729,77,145
12month_rolling,Urology,Male Circumcision  (Adult),"T'ien, Wallace",,,,,119,215,150,422
12month_rolling,Ophthalmology,All,"Murphy, Jeremy",,,,,114,241,46,98
2016_q4,,Bowel Resection - Open,,Zone 1,Valley Regional,2016,4,,,36,61
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Murdoch, John L",,,,,148,263,46,188
12month_rolling,Urology,Bladder Cancer Surgery,"Puthenparumpil, Jacob",,,,,17,39,45,73
2017_q4,,Cystoscopy,,Zone 4,QE2,2017,4,69,585,56,286
12month_rolling,Plastic Surgery,Cleft Lip/Palate  (Pediatric),"Bezuhly, Michael",,,,,11,49,118,290
3month_rolling,,Bowel Resection,,Zone 4,Dartmouth General,2018,3,30,69,34,127
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Redwan, Hani",,,,,20,86,27,33
3month_rolling,,Knee Scope,,Zone 4,Hants Community Hospital,2018,3,49,432,55,173
2018_q2,,Male Reproductive System Surgery,,Total,Provincial,2018,2,52,223,76,249
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Proctor, Irma Joan",,,,,14,60,16,27
2018_q2,,Female Incontinence Surgery,,Total,Provincial,2018,2,83,257,117,246
2017_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Aberdeen Hospital,2017,3,83,88,55,109
2017_q1,,Knee Replacement - Partial,,Total,Provincial,2017,1,134,332,196,491
12month_rolling,Orthopaedic,Manipulation of Extremity,"Orrell, Kevin G",,,,,58,105,33,120
2017_q1,,Knee Replacement - Partial,,Zone 2,Aberdeen Hospital,2017,1,,,373,499
2016_q3,,Knee Replacement,,Zone 4,QE2,2016,3,70,273,288,1126
12month_rolling,Urology,Bladder Cancer Surgery,"Cox, Ashley",,,,,261,1148,36,45
2018_q1,,Kidney Removal,,Total,Provincial,2018,1,14,71,38,92
12month_rolling,Plastic Surgery,Hand / Upper Extremity,"Stein, John D",,,,,58,116,37,52
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Stoddart, Todd",,,,,12,117,13,22
2017_q2,,Dental Extractions and Restorations  (Adult),,Zone 1,Valley Regional,2017,2,51,77,70,120
12month_rolling,Obstetrics/Gynaecology,All,"Gilmour, Donna",,,,,78,243,27,167
12month_rolling,,Craniotomy for Epilepsy,,Zone 4,QE2,2018,3,74,152,69,95
2018_q2,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2018,2,56,322,127,364
12month_rolling,,Head and Neck Surgery,,Zone 4,Dartmouth General,2018,3,22,124,150,382
12month_rolling,Orthopaedic,Foot - Bunionectomy,"Morash, Joel",,,,,108,174,213,311
12month_rolling,Plastic Surgery,Nerve Surgery,"Tang, David T",,,,,59,97,27,49
2018_q2,,Breast Cancer Surgery,,Zone 1,Yarmouth Regional,2018,2,,,18,29
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Redwan, Hani",,,,,14,70,17,47
2018_q2,,Tendon / Ligament Repair,,Zone 4,Dartmouth General,2018,2,,,48,92
12month_rolling,,Lacrimal Duct Probing,,Total,Provincial,2018,3,97,495,61,145
12month_rolling,General Surgery,Thyroid or Parathyroid Surgery,"Lefel, Oleg",,,,,12,63,58,105
12month_rolling,Urology,Cystoscopy,"Butler, Trevor",,,,,21,293,36,131
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Bouzayen, Renda",,,,,66,713,52,100
3month_rolling,,Cataract Surgery,,Zone 2,Aberdeen Hospital,2018,3,,,171,190
2018_q1,,Septoplasty,,Total,Provincial,2018,1,70,332,98,260
3month_rolling,,Breast Cancer Surgery,,IWK,IWK,2018,3,15,22,21,37
2018_q3,,Gastric Surgery,,Zone 4,QE2,2018,3,39,71,34,133
12month_rolling,Urology,All,"Lawen, Joseph G",,,,,29,78,37,116
2017_q2,,Tendon / Ligament Repair,,Total,Provincial,2017,2,53,218,32,134
2017_q4,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2017,4,115,356,37,136
2016_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2016,4,27,67,64,96
2017_q2,,Aesthetic Surgery,,Total,Provincial,2017,2,47,369,76,217
2018_q1,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2018,1,42,345,106,314
2018_q1,,Vitreoretinal Diseases,,Zone 4,QE2,2018,1,21,74,27,117
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Smith, Andrew Neil",,,,,45,86,78,177
2018_q2,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2018,2,83,237,22,210
2017_q4,,Carpal Tunnel Surgery,,Total,Provincial,2017,4,38,202,48,163
2016_q3,,Back Surgery  (Adult),,Zone 4,QE2,2016,3,93,336,83,174
12month_rolling,General Surgery,Gastric Surgery - Laparoscopic,"Alawashez, Abdulrahim S",,,,,156,298,112,200
12month_rolling,Urology,Cystoscopy,"Lawen, Joseph G",,,,,37,78,40,105
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Clark, F Donald",,,,,29,53,59,62
2017_q3,,Hysteroscopy,,Zone 3,St. Marthas Regional,2017,3,91,547,52,232
12month_rolling,Urology,Kidney Stone Surgery,"Cox, Ashley",,,,,128,193,51,218
2018_q2,,Cataract Surgery,,Zone 4,QE2,2018,2,107,244,63,223
2018_q3,,Ankle - Arthrodesis,,Total,Provincial,2018,3,,,129,243
2018_q3,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2018,3,30,55,26,42
12month_rolling,,Angioplasty,,Total,Provincial,2018,3,25,60,36,211
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Minor, Samuel",,,,,110,206,85,196
2018_q2,,Melanoma Excision,,Total,Provincial,2018,2,11,39,18,35
2018_q2,,Breast Cancer Surgery,,Zone 1,Valley Regional,2018,2,14,21,31,43
12month_rolling,Cardiac Surgery,Coronary Artery Bypass Graft,"Wood, Jeremy R",,,,,,,8,42
2018_q3,,Gastrointestinal Tract Surgery,,Zone 1,Valley Regional,2018,3,87,134,34,50
12month_rolling,,Bowel Resection - Laparoscopic,,Zone 1,Yarmouth Regional,2018,3,19,27,9,21
12month_rolling,General Surgery,Bowel Resection,"Nader, Nabil",,,,,11,36,13,119
3month_rolling,,Male Circumcision  (Adult),,Zone 1,Yarmouth Regional,2018,3,,,104,123
2018_q3,,Septoplasty,,Zone 1,Valley Regional,2018,3,,,68,111
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Bourget, Louis",,,,,3,28,71,101
2018_q2,,Knee Replacement Revision,,Total,Provincial,2018,2,67,206,99,609
2017_q4,,Hernia Repair  (Pediatric),,Total,Provincial,2017,4,29,40,67,108
2018_q1,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2018,1,23,86,104,345
2018_q2,,Aesthetic Surgery,,Total,Provincial,2018,2,91,681,71,258
2018_q3,,Cataract Surgery,,Zone 4,QE2,2018,3,91,203,64,228
3month_rolling,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2018,3,126,160,82,132
2018_q2,,Ear Tubes  (Pediatric),,Zone 1,Valley Regional,2018,2,89,182,32,52
2017_q2,,Foot - Bunionectomy,,Total,Provincial,2017,2,86,201,163,325
2018_q2,,Hernia Repair  (Adult),,Zone 4,QE2,2018,2,118,230,96,436
12month_rolling,,Endarterectomy,,Total,Provincial,2018,3,24,91,37,144
12month_rolling,Orthopaedic,Foot - Osteotomy,"Morash, Joel",,,,,,,209,357
12month_rolling,Orthopaedic,Knee Replacement,"Hurley, Richard",,,,,28,66,53,371
2017_q2,,Gallbladder Surgery,,Zone 4,Dartmouth General,2017,2,110,251,57,161
2017_q1,,Maxillofacial Deformity Surgery,,Zone 4,QE2,2017,1,113,167,209,566
2017_q4,,Tubal Ligation,,Total,Provincial,2017,4,62,203,59,149
2018_q2,,Hernia Repair  (Adult),,Zone 1,South Shore Regional,2018,2,33,167,23,44
2017_q4,,Hernia Repair - Incisional,,Zone 4,QE2,2017,4,100,222,103,610
12month_rolling,General Surgery,Gallbladder Surgery,"Smith, Philip Michael",,,,,23,90,43,106
2016_q3,,Brain Surgery  (Adult),,Total,Provincial,2016,3,26,131,30,104
2018_q1,,Lung Cancer Surgery,,Total,Provincial,2018,1,17,33,29,73
3month_rolling,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2018,3,51,97,84,232
12month_rolling,Urology,Male Reproductive System Surgery,"Cox, Ashley",,,,,140,1248,135,229
2017_q4,,Breast Reduction Surgery,,Total,Provincial,2017,4,225,388,105,372
2016_q4,,Shoulder Arthroscopy,,Zone 3,New Waterford,2016,4,,,16,43
2018_q2,,Internal Defib Insertion / Loop Recorder,,Zone 4,QE2,2018,2,,,36,96
12month_rolling,Orthopaedic,Manipulation of Extremity,"El-Tahan, Tahmir H.",,,,,156,416,26,26
2017_q3,,Shoulder Arthroplasty,,Total,Provincial,2017,3,53,237,258,517
2017_q1,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2017,1,93,217,38,115
2017_q3,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2017,3,40,146,49,144
2017_q1,,Manipulation of Extremity,,Total,Provincial,2017,1,64,151,32,78
12month_rolling,Orthopaedic,Hip Replacement,"Leighton, Ross K",,,,,337,337,245,623
2018_q3,,Thyroid or Parathyroid Surgery,,Zone 3,Cape Breton Regional,2018,3,,,71,120
12month_rolling,,Hernia Repair - Umbilical,,IWK,IWK,2018,3,31,56,86,222
2018_q2,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2018,2,93,187,62,148
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Sandland, Helen",,,,,36,48,30,99
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Clague, Nicholas Paul",,,,,58,107,91,167
2017_q4,,Bowel Resection - Open,,Zone 1,South Shore Regional,2017,4,10,38,16,22
2016_q3,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2016,3,48,206,81,176
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Pierce, Marianne",,,,,205,234,131,174
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Murdoch, John L",,,,,23,108,39,132
12month_rolling,General Surgery,Hernia Repair  (Adult),"Topp, Trevor J",,,,,77,119,126,197
12month_rolling,,Kidney / Upper Urinary Tract,,IWK,IWK,2018,3,48,123,138,307
12month_rolling,,Foot - Arthrodesis,,Zone 3,Cape Breton Regional,2018,3,,,53,191
12month_rolling,Orthopaedic,All,"Morash, Joel",,,,,127,257,209,370
2018_q2,,Sinus Surgery,,Total,Provincial,2018,2,56,477,114,417
2018_q2,,Knee Scope,,Total,Provincial,2018,2,60,233,89,270
2018_q2,,Pacemaker Insertion,,Total,Provincial,2018,2,8,15,15,30
3month_rolling,,Hernia Repair  (Adult),,Zone 2,Aberdeen Hospital,2018,3,49,109,64,223
2018_q3,,Kidney / Upper Urinary Tract,,Zone 3,Cape Breton Regional,2018,3,,,85,127
2018_q2,,Bone / Cartilage Graft,,Total,Provincial,2018,2,43,169,103,244
12month_rolling,Urology,Male Circumcision  (Pediatric),"Anderson, Peter A",,,,,43,49,136,234
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Williams, Blair",,,,,28,111,36,57
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Hong, Paul",,,,,140,169,126,197
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Pink, Philip",,,,,63,133,83,159
2017_q3,,Gallbladder Surgery,,Total,Provincial,2017,3,41,137,43,136
2017_q4,,Prostate Surgery,,Zone 3,Northside General,2017,4,22,55,22,77
12month_rolling,,AV Fistula Creation/Closure,,Zone 1,Valley Regional,2018,3,52,56,54,119
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Goodday, Reginald",,,,,94,189,218,540
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Okuboyejo, Fazil",,,,,24,43,46,96
2018_q3,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2018,3,146,175,117,346
2018_q3,,Ear Tubes  (Pediatric),,Zone 3,St. Marthas Regional,2018,3,,,109,125
2018_q2,,Bowel Resection - Laparoscopic,,Zone 1,Valley Regional,2018,2,41,174,,
2017_q3,,Pelvic Floor Repair,,IWK,IWK,2017,3,169,219,97,273
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Lamey, Alicia",,,,,23,28,18,43
12month_rolling,Thoracic Surgery,Nissen Fundoplication - Open,"Mujoomdar, Aneil Arvind",,,,,30,34,118,175
12month_rolling,General Surgery,Hernia Repair - Incisional,"McGory,Rodney W",,,,,89,204,84,358
2018_q2,,Coronary Artery Bypass Graft,,Zone 4,QE2,2018,2,,,17,37
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Alawashez, Abdulrahim S",,,,,23,228,40,137
2018_q2,,Lung Surgery,,Zone 4,QE2,2018,2,21,46,33,67
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Fossen, Noha",,,,,27,111,56,103
2017_q3,,Knee Replacement,,Zone 4,QE2,2017,3,78,242,393,1139
2018_q1,,Endometrial Ablation,,Zone 2,Aberdeen Hospital,2018,1,92,148,39,83
12month_rolling,Plastic Surgery,Surgery for Hearing or Balance Problems of the Ear,"Bezuhly, Michael",,,,,,,144,208
2016_q3,,Endometrial Ablation,,Zone 1,Valley Regional,2016,3,55,156,53,72
12month_rolling,Orthopaedic,All,"Oxner, William",,,,,128,546,115,197
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Owen, Stephen Maldwyn",,,,,46,52,57,93
12month_rolling,Otolaryngology (ENT),Sinus Surgery,"Balys, Richard L",,,,,34,35,288,348
2018_q2,,Strabismus Surgery  (Adult),,Zone 4,QE2,2018,2,212,762,271,451
2017_q2,,Female Incontinence Surgery,,Zone 2,Colchester East Hants Health Centre,2017,2,81,140,123,259
2017_q3,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2017,3,125,286,111,147
12month_rolling,Plastic Surgery,Carpal Tunnel Surgery,"Davis, George R",,,,,62,158,62,166
12month_rolling,,Male Reproductive System Surgery,,Zone 3,Inverness Consolidated Memorial,2018,3,55,124,27,144
12month_rolling,Urology,Male Circumcision  (Adult),"Grantmyre, John E",,,,,241,345,38,118
12month_rolling,Obstetrics/Gynaecology,All,"Jorgensen, Sally",,,,,20,62,28,49
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Murphy, Christopher",,,,,14,55,27,100
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Wasilewski, Leszek J",,,,,356,400,149,227
12month_rolling,Orthopaedic,Knee Scope,"Logan, Karl John",,,,,84,238,79,135
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Adult),"Doucet, Jean-Charles",,,,,83,96,224,455
2017_q4,,Cataract Surgery,,Total,Provincial,2017,4,90,214,89,211
12month_rolling,Vascular Surgery,Aneurysm Repair,"Lee, Min S",,,,,14,39,37,97
12month_rolling,General Surgery,Bowel Resection,"Johnson, Paul M",,,,,44,161,34,105
2018_q1,,Tendon / Ligament Repair,,Zone 4,QE2,2018,1,156,332,41,350
2018_q3,,Hysterectomy  (Cancer Suspected or Proven),,Zone 4,QE2,2018,3,19,29,51,72
2017_q3,,Endometrial Ablation,,Zone 1,Valley Regional,2017,3,62,74,62,183
12month_rolling,General Surgery,Hernia Repair - Ventral,"Topp, Trevor J",,,,,91,117,123,148
12month_rolling,,Sacral Nerve Stimulation,,Zone 4,QE2,2018,3,78,750,125,380
2017_q1,,Thyroid or Parathyroid Surgery,,Zone 4,QE2,2017,1,70,288,155,603
2016_q3,,Thyroid or Parathyroid Surgery,,Zone 4,QE2,2016,3,91,300,84,241
12month_rolling,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2018,3,21,95,18,43
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Gregoire, Curtis",,,,,157,262,132,504
12month_rolling,Urology,Cystoscopy,"Anderson, Peter A",,,,,13,49,28,115
12month_rolling,Plastic Surgery,Breast Reduction Surgery,"Dickson, Lisa Marie",,,,,224,386,83,120
12month_rolling,Obstetrics/Gynaecology,Endometrial Ablation,"Kasi, Anushuya",,,,,51,79,54,89
2017_q3,,Female Incontinence Surgery,,Zone 2,Colchester East Hants Health Centre,2017,3,42,120,57,150
12month_rolling,General Surgery,Hernia Repair - Incisional,"Yaffe, Paul",,,,,42,113,59,284
12month_rolling,Otolaryngology (ENT),All,"Dempsey, Ian M",,,,,70,377,79,170
2018_q2,,Carpal Tunnel Surgery,,Zone 3,St. Marthas Regional,2018,2,37,513,91,289
12month_rolling,General Surgery,Breast Cancer Surgery,"McKenney, Roderick",,,,,11,39,16,49
12month_rolling,Ophthalmology,All,"Kapasi, Mustafa",,,,,31,82,49,90
2018_q2,,Angioplasty,,Zone 4,QE2,2018,2,35,116,30,137
12month_rolling,,Lymph Node Biopsy,,Zone 1,Valley Regional,2018,3,30,87,19,66
2017_q1,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2017,1,120,210,62,235
12month_rolling,,Pilonidal Cyst Surgery,,Zone 3,St. Marthas Regional,2018,3,15,40,125,227
2017_q3,,Aneurysm Repair,,Zone 1,Valley Regional,2017,3,,,62,71
12month_rolling,Ophthalmology,Cataract Surgery,"Hamilton, John",,,,,44,147,210,301
12month_rolling,Urology,Kidney / Upper Urinary Tract,"Rent, Kenneth",,,,,19,65,98,196
2017_q2,,Shoulder Arthroscopy,,Zone 4,QE2,2017,2,67,348,125,350
