Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,Dental,Dental Extractions and Restorations  (Pediatric),"Bourque, Susan",,,,,18,20,68,185
12month_rolling,,Salivary Gland Surgery,,Total,Provincial,2017,3,35,124,70,297
12month_rolling,Dental,All,"Brown, Charlotte",,,,,1,1,157,367
2017_q2,,Wound Management,,Total,Provincial,2017,2,,,57,316
12month_rolling,Obstetrics/Gynaecology,,,,,2017,3,,,49,149
2015_q4,,Endarterectomy,,Zone 4,QE2,2015,4,,,34,188
2016_q4,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2016,4,33,120,46,203
12month_rolling,General Surgery,Bowel Resection - Open,"Yaffe, Paul",,,,,15,31,43,85
2016_q3,,Hernia Repair - Inguinal/Femoral,,IWK,IWK,2016,3,7,35,57,122
2016_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2016,4,57,182,54,125
2017_q1,,Tubal Ligation,,Total,Provincial,2017,1,66,208,60,181
2016_q1,,Hip Arthroscopy,,Zone 4,QE2,2016,1,269,593,345,535
2015_q2,,Hysteroscopy,,Zone 4,Dartmouth General,2015,2,29,52,35,76
2016_q4,,Palmar Fascia Excision for Dupuytren's Disease,,Total,Provincial,2016,4,48,170,54,243
12month_rolling,Dental,All,"McCarvill, Michael R",,,,,14,21,81,217
2015_q4,,Liver Surgery,,Zone 4,QE2,2015,4,13,22,23,49
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Wallace, Timothy D",,,,,24,62,51,147
12month_rolling,General Surgery,All,"Calverley, Virginia C",,,,,7,70,13,50
2015_q4,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2015,4,,,323,518
2017_q2,,Gallbladder Surgery,,Zone 2,Cumberland Regional,2017,2,20,116,34,69
3month_rolling,,Breast Cancer Surgery,,Zone 1,Valley Regional,2017,3,16,44,34,57
2016_q3,,Tubal Ligation,,Total,Provincial,2016,3,42,84,54,113
2016_q3,,Hip Arthroscopy,,Zone 4,QE2,2016,3,87,293,212,627
2016_q3,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2016,3,47,152,93,197
2015_q3,,Septoplasty,,Zone 2,Cumberland Regional,2015,3,40,68,63,86
12month_rolling,Cardiac Surgery,Cardiac Valve Replacement,"Stewart, Keir Marshall",,,,,,,16,44
2015_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 1,South Shore Regional,2015,4,19,43,48,78
2016_q4,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2016,4,81,111,128,218
2015_q2,,Male Reproductive System Surgery,,Total,Provincial,2015,2,60,148,72,239
12month_rolling,Cardiac Surgery,Aneurysm Repair,"Wood, Jeremy R",,,,,12,26,42,87
2015_q2,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2015,2,23,118,48,220
12month_rolling,Neurosurgery,Back Surgery  (Adult),"Barry, Sean",,,,,81,145,69,134
2016_q1,,Cornea and External Disease,,Total,Provincial,2016,1,134,414,7,31
3month_rolling,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2017,3,138,193,98,133
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"LeBlanc, Robin B",,,,,46,83,130,293
2015_q4,,Cystoscopy,,Zone 4,Dartmouth General,2015,4,70,204,35,99
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"Kieser, Katharina E",,,,,24,28,52,170
12month_rolling,Orthopaedic,Knee Scope with ACL Repair,"Clarke, Gregory",,,,,32,71,118,250
12month_rolling,General Surgery,Hernia Repair - Ventral,"Lamey, Alicia",,,,,33,116,29,50
2015_q3,,Foot - Arthrodesis,,Zone 4,QE2,2015,3,91,484,165,386
12month_rolling,Orthopaedic,Hip Replacement,"Clarke, Gregory",,,,,150,317,282,600
2016_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Marthas Regional,2016,2,,,74,118
2017_q2,,Hysteroscopy,,Zone 1,Valley Regional,2017,2,46,148,37,91
12month_rolling,General Surgery,Bowel Resection,"Archibald, Alison",,,,,13,27,19,29
2017_q1,,Bowel Resection,,Zone 3,St. Marthas Regional,2017,1,27,75,32,75
2016_q4,,Salivary Gland Surgery,,Total,Provincial,2016,4,23,145,65,290
2016_q1,,Septoplasty,,Zone 3,St. Marthas Regional,2016,1,56,86,118,144
2016_q4,,Endometrial Ablation,,Total,Provincial,2016,4,62,200,51,107
12month_rolling,Neurosurgery,Brain Surgery  (Adult),"McNeely, P Daniel",,,,,11,62,18,104
12month_rolling,Dental,All,"Doyle, Tracy",,,,,287,523,109,280
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Edgar, Dawn C",,,,,85,216,153,293
12month_rolling,Obstetrics/Gynaecology,All,"Amir, Baharak",,,,,163,267,156,231
2016_q3,,Gastrointestinal Tract Surgery,,Total,Provincial,2016,3,20,89,39,110
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Wasserman, Lukas",,,,,15,119,45,97
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Nette, Farrell",,,,,60,336,27,85
2015_q2,,Ear Tubes  (Pediatric),,Zone 1,Yarmouth Regional,2015,2,45,94,22,47
12month_rolling,Otolaryngology (ENT),Sinus Surgery,"Wallace, Timothy D",,,,,108,286,159,327
2016_q1,,Dental Extractions and Restorations  (Adult),,Total,Provincial,2016,1,32,84,48,226
2016_q4,,Hernia Repair  (Adult),,Zone 3,St. Marthas Regional,2016,4,16,107,114,233
2015_q4,,Pelvic Floor Repair,,IWK,IWK,2015,4,149,259,129,195
12month_rolling,,Hysteroscopy,,Zone 4,QE2,2017,3,,,31,34
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Maltby, Catherine Christine",,,,,75,189,50,106
12month_rolling,Orthopaedic,Knee Replacement - Partial,"Gross, Michael",,,,,69,102,129,184
2016_q4,,Endometrial Ablation,,Zone 1,South Shore Regional,2016,4,16,136,64,74
2015_q2,,Hip Replacement,,Zone 1,Valley Regional,2015,2,107,232,263,698
2015_q2,,Hernia Repair - Incisional,,Zone 4,Dartmouth General,2015,2,126,210,111,201
2016_q4,,Lymph Node Biopsy,,Zone 4,QE2,2016,4,10,38,11,20
2016_q3,,Endometrial Ablation,,Zone 1,Valley Regional,2016,3,60,156,53,72
2016_q2,,Gallbladder Surgery,,Zone 3,Glace Bay,2016,2,,,26,69
12month_rolling,Plastic Surgery,All,"Morris, Steven F",,,,,10,10,251,524
2016_q4,,Esophagectomy / Esophageal Surgery,,Zone 4,QE2,2016,4,31,70,29,41
2016_q2,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2016,2,33,83,50,127
2017_q1,,Nerve Surgery,,Zone 4,QE2,2017,1,64,279,27,114
2017_q1,,Vitreoretinal Diseases,,Zone 4,QE2,2017,1,8,66,26,120
12month_rolling,,Patella Surgery,,IWK,IWK,2017,3,,,49,71
12month_rolling,,Orthopaedic Trauma,,Zone 4,QE2,2017,3,39,224,38,170
2015_q4,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2015,4,86,299,48,229
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Shih, Warren W",,,,,20,55,27,43
2017_q1,,Tubal Ligation,,Zone 1,South Shore Regional,2017,1,,,58,64
2015_q2,,Knee Scope,,Zone 4,QE2,2015,2,87,315,189,449
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Kenyon, Chris",,,,,21,33,48,461
12month_rolling,,Insertion Vascular Access Catheter,,Zone 3,St. Marthas Regional,2017,3,6,7,17,34
2016_q2,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2016,2,11,81,74,183
2016_q3,,Prostate Surgery,,Zone 3,Northside General,2016,3,26,126,39,74
2017_q1,,Hysteroscopy,,IWK,IWK,2017,1,56,194,48,90
12month_rolling,Orthopaedic,Tendon / Ligament Repair,"Glazebrook, Mark A",,,,,120,273,173,198
2015_q4,,Nerve Surgery,,Zone 3,Northside General,2015,4,10,50,21,100
2016_q4,,Male Circumcision  (Adult),,Total,Provincial,2016,4,29,139,45,189
2017_q1,,Cystoscopy,,Zone 1,South Shore Regional,2017,1,34,129,,
2016_q3,,Manipulation of Extremity,,Total,Provincial,2016,3,53,108,35,82
2017_q2,,Back Surgery  (Adult),,Total,Provincial,2017,2,129,389,64,160
2016_q1,,Tubal Ligation,,Zone 4,Dartmouth General,2016,1,,,85,101
2015_q4,,Gallbladder Surgery,,Zone 1,South Shore Regional,2015,4,13,56,20,40
2015_q2,,Septoplasty,,Zone 4,Dartmouth General,2015,2,134,354,79,206
12month_rolling,Plastic Surgery,Breast Reduction Surgery,"Davis, George R",,,,,99,162,215,355
12month_rolling,Urology,Male Reproductive System Surgery,"Palmer, Bruce",,,,,137,165,87,418
2016_q1,,Angioplasty,,Total,Provincial,2016,1,,,21,97
12month_rolling,Ophthalmology,Strabismus Surgery  (Adult),"Laroche, G Robert",,,,,377,835,254,393
2016_q1,,Aneurysm Repair,,Zone 4,QE2,2016,1,13,30,38,104
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Adult),"Robertson, Chad G",,,,,71,98,118,125
12month_rolling,General Surgery,Breast Cancer Surgery,"Calverley, Virginia C",,,,,7,13,9,23
12month_rolling,General Surgery,Bowel Resection - Open,"O'Sullivan, Colleen M",,,,,59,137,26,64
12month_rolling,Orthopaedic,Back Surgery  (Pediatric),"Orlik, Benjamin",,,,,151,211,151,215
12month_rolling,Orthopaedic,All,"Johnston, David G",,,,,61,413,91,338
2017_q1,,Tendon / Ligament Repair,,Zone 3,New Waterford,2017,1,61,190,19,255
2015_q2,,Bowel Resection,,Zone 1,South Shore Regional,2015,2,12,95,20,31
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"Klassen, Dennis R",,,,,12,14,20,33
12month_rolling,Orthopaedic,Knee Scope,"Brien, Donald M",,,,,169,407,56,107
2016_q1,,Lung Cancer Surgery,,Total,Provincial,2016,1,28,46,42,72
2016_q3,,Aneurysm Repair,,Zone 4,QE2,2016,3,18,172,37,90
2016_q1,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2016,1,29,218,42,259
2015_q3,,Amputations,,Total,Provincial,2015,3,8,135,22,92
12month_rolling,Plastic Surgery,Breast Reduction Surgery,"Brennan, Michael",,,,,205,341,172,405
2017_q2,,Ankle - Arthrodesis,,Total,Provincial,2017,2,,,209,250
2016_q2,,Hip Replacement,,Zone 2,Aberdeen Hospital,2016,2,106,353,191,440
12month_rolling,Otolaryngology (ENT),All,"Kujath, Magdalena",,,,,75,345,84,217
12month_rolling,Urology,Female Incontinence Surgery,"Asim, Hammad",,,,,,,48,68
2015_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Marthas Regional,2015,4,45,126,111,203
2015_q2,,Hernia Repair  (Adult),,Zone 1,South Shore Regional,2015,2,16,104,28,94
12month_rolling,,Bowel Resection - Laparoscopic,,Total,Provincial,2017,3,17,72,26,79
12month_rolling,Ophthalmology,Strabismus Surgery  (Pediatric),"Laroche, G Robert",,,,,63,371,138,294
2016_q3,,Cataract Surgery,,Zone 1,Soldiers Memorial,2016,3,133,159,98,211
12month_rolling,Cardiac Surgery,Cardiovascular Surgery,"Ali, Idris M",,,,,,,9,29
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Rigby, Matthew Hall",,,,,14,49,25,114
2015_q2,,Hip Replacement,,Total,Provincial,2015,2,92,200,161,515
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Gardner, Angus J",,,,,27,44,6,20
12month_rolling,Urology,Prostate Surgery,"Bailly, Greg G",,,,,51,106,64,113
2016_q2,,Shoulder Arthroscopy,,Zone 3,New Waterford,2016,2,31,70,15,38
3month_rolling,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 1,Yarmouth Regional,2017,3,,,202,253
2015_q4,,Kidney Stone Surgery,,Zone 3,Cape Breton Regional,2015,4,,,46,115
2017_q1,,Hip Replacement,,Zone 4,QE2,2017,1,73,277,170,925
2016_q1,,Bowel Resection - Open,,Zone 1,South Shore Regional,2016,1,14,47,16,68
2015_q3,,Knee Replacement,,Total,Provincial,2015,3,102,219,301,781
12month_rolling,General Surgery,Colorectal Cancer Surgery,"McKenney, Roderick",,,,,8,30,22,35
2015_q4,,Pancreas Surgery,,Total,Provincial,2015,4,7,21,16,91
2017_q1,,Glaucoma (Eye Pressure Lowering Surgery),,Total,Provincial,2017,1,35,73,15,54
2015_q3,,Maxillofacial Deformity Surgery,,Total,Provincial,2015,3,84,147,104,548
2016_q4,,Strabismus Surgery  (Pediatric),,IWK,IWK,2016,4,166,382,169,445
2015_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Aberdeen Hospital,2015,2,,,96,123
2016_q2,,Carpal Tunnel Surgery,,Total,Provincial,2016,2,42,183,48,204
12month_rolling,General Surgery,Gallbladder Surgery,"Topp, Trevor J",,,,,42,80,44,106
2016_q3,,Hand / Upper Extremity,,Total,Provincial,2016,3,56,346,114,288
12month_rolling,,Cystoscopy,,Zone 3,Northside General,2017,3,28,155,35,134
2016_q2,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2016,2,129,299,42,322
3month_rolling,,Aneurysm Repair,,Zone 4,QE2,2017,3,8,33,45,168
2016_q2,,Cystoscopy,,Zone 4,QE2,2016,2,12,72,40,248
2016_q1,,Hysteroscopy,,Zone 2,Colchester East Hants Health Centre,2016,1,19,85,37,65
12month_rolling,Plastic Surgery,Otoplasty,"Bezuhly, Michael",,,,,59,75,204,357
2016_q2,,Hernia Repair - Inguinal/Femoral,,Zone 3,Northside General,2016,2,88,141,36,57
2016_q4,,Back Surgery  (Pediatric),,IWK,IWK,2016,4,,,182,363
12month_rolling,,Nose Surgery - Reconstructive or Aesthetic,,Zone 4,QE2,2017,3,8,128,20,63
2017_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 2,Cumberland Regional,2017,2,63,150,46,85
12month_rolling,Ophthalmology,Cataract Surgery,"Mohandas, Raj",,,,,127,468,98,156
2015_q2,,Strabismus Surgery  (Pediatric),,IWK,IWK,2015,2,53,91,299,445
2015_q3,,Wound Management,,Total,Provincial,2015,3,,,6,138
2017_q1,,Carpal Tunnel Surgery,,Zone 3,New Waterford,2017,1,34,219,29,253
12month_rolling,Oral Maxillofacial,Temperomandibular Joint Surgery (TMJ),"Robertson, Chad G",,,,,2,2,39,69
12month_rolling,Obstetrics/Gynaecology,All,"Pink, Philip",,,,,41,132,36,100
2016_q3,,Sacral Nerve Stimulation,,Zone 4,QE2,2016,3,,,90,204
12month_rolling,Otolaryngology (ENT),Surgery for Hearing or Balance Problems of the Ear,"Balys, Richard L",,,,,98,274,33,127
2017_q2,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2017,2,38,113,13,57
2015_q3,,Pancreas Surgery,,Zone 4,QE2,2015,3,8,22,15,63
12month_rolling,,Wound Management,,IWK,IWK,2017,3,,,79,358
2016_q3,,Breast Reduction Surgery,,Zone 4,QE2,2016,3,145,330,115,238
2015_q2,,Gallbladder Surgery,,Zone 4,Dartmouth General,2015,2,75,131,64,125
2015_q2,,Peritoneal Lavage or Catherization,,Total,Provincial,2015,2,,,28,60
2015_q2,,Knee Scope,,Zone 3,Cape Breton Regional,2015,2,,,54,170
3month_rolling,,Dental Extractions and Restorations  (Adult),,Zone 4,Hants Community Hospital,2017,3,4,6,12,35
2015_q3,,Cystoscopy,,IWK,IWK,2015,3,,,76,292
2015_q4,,Gastric Surgery - Laparoscopic,,Zone 4,QE2,2015,4,31,78,149,334
2015_q3,,Nissen Fundoplication - Laparoscopic,,Zone 4,QE2,2015,3,92,140,185,569
2016_q3,,Bowel Resection - Laparoscopic,,Total,Provincial,2016,3,18,67,25,51
2016_q3,,Hip Replacement,,Zone 3,Cape Breton Regional,2016,3,80,151,83,174
3month_rolling,,Tubal Ligation,,Zone 1,Valley Regional,2017,3,,,102,175
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Abutu, Natheniel",,,,,46,66,31,60
2015_q4,,Hernia Repair - Umbilical,,Zone 2,Colchester East Hants Health Centre,2015,4,30,76,111,232
12month_rolling,Urology,Bladder Cancer Surgery,"Palmer, Bruce",,,,,36,154,38,94
2017_q2,,Kidney Stone Surgery,,Zone 4,QE2,2017,2,31,88,45,134
12month_rolling,Plastic Surgery,Amputations,"Atiyah, Abdulrazzak O",,,,,16,26,20,33
2017_q1,,Hernia Repair - Inguinal/Femoral,,Zone 2,Cumberland Regional,2017,1,28,76,41,137
12month_rolling,Plastic Surgery,Aesthetic Surgery,"Morris, Steven F",,,,,,,102,192
2015_q4,,Gallbladder Surgery,,Zone 3,St. Marthas Regional,2015,4,19,202,73,134
2016_q3,,Knee Replacement,,Zone 1,Valley Regional,2016,3,141,387,292,766
2016_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2016,2,20,31,67,165
12month_rolling,General Surgery,Hernia Repair  (Adult),"Hawel, Jeffrey",,,,,132,135,66,163
2015_q4,,Male Reproductive System Surgery,,Zone 2,Aberdeen Hospital,2015,4,32,46,125,225
2016_q4,,Kidney Stone Surgery,,Zone 4,QE2,2016,4,26,68,61,199
2016_q3,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2016,3,9,34,33,55
2016_q4,,Male Reproductive System Surgery,,Zone 3,Cape Breton Regional,2016,4,148,277,46,148
2015_q2,,Bowel Resection,,Zone 3,St. Marthas Regional,2015,2,11,16,,
12month_rolling,General Surgery,Hernia Repair  (Adult),"Pillai, Neelakantan G.",,,,,18,39,32,74
3month_rolling,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2017,3,58,108,60,98
12month_rolling,Thoracic Surgery,Lung Cancer Surgery,"Plourde, Madelaine M",,,,,42,70,38,72
3month_rolling,,Lung Surgery,,Zone 4,QE2,2017,3,22,50,36,65
2016_q4,,Knee Scope,,Zone 1,South Shore Regional,2016,4,67,268,105,220
2015_q2,,Hernia Repair  (Adult),,Zone 3,St. Marthas Regional,2015,2,27,131,122,344
2015_q4,,Gallbladder Surgery,,Zone 1,Valley Regional,2015,4,17,75,53,122
2016_q3,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,Cape Breton Regional,2016,3,,,41,75
2015_q3,,Salivary Gland Surgery,,Total,Provincial,2015,3,54,57,92,134
2016_q1,,Prostate Surgery,,Total,Provincial,2016,1,34,111,51,129
2015_q4,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2015,4,,,33,85
2017_q2,,Male Reproductive System Surgery,,Zone 2,Colchester East Hants Health Centre,2017,2,18,81,40,134
2015_q4,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2015,4,50,347,83,213
12month_rolling,General Surgery,Bowel Resection - Open,"Helyer, Lucy K",,,,,7,14,27,49
12month_rolling,Thoracic Surgery,Gastric Surgery,"McGory,Rodney W",,,,,21,55,12,33
2017_q2,,Knee Scope,,Zone 1,Yarmouth Regional,2017,2,77,137,230,320
2015_q2,,Vitreoretinal Diseases,,Zone 4,QE2,2015,2,20,123,29,178
12month_rolling,General Surgery,AV Fistula Creation/Closure,"Walsh, Mark J",,,,,21,35,28,55
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Clifton, Neil",,,,,63,118,48,124
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Kujath, Magdalena",,,,,39,137,53,125
2016_q3,,Endometrial Ablation,,Total,Provincial,2016,3,51,97,58,107
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2017,3,43,115,46,138
2016_q2,,Hip Replacement,,Total,Provincial,2016,2,114,240,157,597
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Murdoch, John L",,,,,24,225,71,176
2016_q4,,Bowel Resection,,Zone 3,Cape Breton Regional,2016,4,13,48,20,44
12month_rolling,Plastic Surgery,Palmar Fascia Excision for Dupuytren's Disease,"Atiyah, Abdulrazzak O",,,,,21,73,21,211
2016_q4,,Hernia Repair - Umbilical,,Total,Provincial,2016,4,45,136,66,184
2016_q2,,Ear Tubes  (Pediatric),,IWK,IWK,2016,2,41,89,50,82
2016_q4,,Temperomandibular Joint Surgery (TMJ),,Total,Provincial,2016,4,99,202,118,204
2017_q1,,Ear Tubes  (Pediatric),,Zone 1,Valley Regional,2017,1,35,143,48,85
12month_rolling,Obstetrics/Gynaecology,All,"McCarthy, Leanne",,,,,75,246,50,106
2015_q2,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,St. Marthas Regional,2015,2,,,43,55
2016_q2,,Gallbladder Surgery,,Zone 1,Yarmouth Regional,2016,2,12,72,78,197
2016_q3,,Knee Replacement,,Total,Provincial,2016,3,108,295,272,800
3month_rolling,Oral and Maxillofacial,,,,,2017,3,,,60,282
2016_q4,,Pancreas Surgery,,Total,Provincial,2016,4,14,27,42,146
12month_rolling,Ophthalmology,All,"Sivakumar, Saraswati",,,,,145,345,58,220
2015_q4,,Ear Tubes  (Pediatric),,IWK,IWK,2015,4,42,123,37,77
2017_q1,,Bowel Resection - Laparoscopic,,Zone 3,St. Marthas Regional,2017,1,27,75,,
2016_q2,,Hysteroscopy,,Zone 1,Valley Regional,2016,2,49,134,28,55
2016_q1,,Gallbladder Surgery,,Zone 3,Glace Bay,2016,1,,,71,112
12month_rolling,Plastic Surgery,Aesthetic Surgery,"Atiyah, Abdulrazzak O",,,,,10,58,20,147
2016_q1,,Hernia Repair - Umbilical,,Zone 2,Aberdeen Hospital,2016,1,34,43,,
2017_q1,,Hernia Repair  (Adult),,Total,Provincial,2017,1,50,143,55,153
2015_q3,,Dental Extractions and Restorations  (Pediatric),,Total,Provincial,2015,3,51,492,146,444
2017_q2,,Endometrial Ablation,,Zone 1,Valley Regional,2017,2,98,336,34,170
2016_q1,,Back Surgery  (Adult),,Total,Provincial,2016,1,68,230,99,346
2016_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2016,1,22,141,30,78
2016_q1,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2016,1,23,34,47,75
12month_rolling,Thoracic Surgery,Thoroscopy / Pleuroscopy,"Henteleff, Harry J",,,,,21,36,24,33
2016_q2,,Colorectal Cancer Surgery,,Zone 4,Dartmouth General,2016,2,14,31,27,37
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Clarke, Gregory",,,,,88,128,169,194
2015_q2,,Esophagectomy / Esophageal Surgery,,Zone 4,QE2,2015,2,48,136,24,64
2016_q3,,Wound Management,,Total,Provincial,2016,3,,,22,61
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Cole, Basilon",,,,,15,115,14,25
2016_q1,,Colorectal Cancer Surgery,,Zone 1,South Shore Regional,2016,1,14,47,,
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Rigby, Matthew Hall",,,,,33,147,150,329
12month_rolling,Orthopaedic,Knee Replacement,"Howatt, Eric",,,,,99,685,575,750
12month_rolling,Urology,Male Reproductive System Surgery,"T'ien, Wallace",,,,,62,122,218,484
12month_rolling,Orthopaedic,Knee Scope,"Coady, Catherine M",,,,,100,620,128,310
2015_q2,,Hernia Repair - Inguinal/Femoral,,Zone 2,Colchester East Hants Health Centre,2015,2,34,116,67,146
2016_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Marthas Regional,2016,1,,,102,146
2017_q1,,Hernia Repair - Incisional,,Zone 3,Cape Breton Regional,2017,1,,,61,122
2016_q3,,Coronary Artery Bypass Graft,,Zone 4,QE2,2016,3,,,6,71
2016_q1,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2016,1,28,118,57,141
12month_rolling,Orthopaedic,Knee Replacement - Partial,"Urquhart, Nathan Alexander",,,,,262,332,212,473
2017_q1,,Maxillofacial Deformity Surgery,,Zone 4,Dartmouth General,2017,1,,,146,328
2017_q2,,Manipulation of Extremity,,Total,Provincial,2017,2,46,113,41,75
3month_rolling,,Back Surgery  (Adult),,IWK,IWK,2017,3,,,286,449
2016_q3,,Tonsillectomy and/or Adenoidectomy  (Adult),,Total,Provincial,2016,3,63,213,102,238
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Lefel, Oleg",,,,,31,62,43,148
12month_rolling,Orthopaedic,Foot - Arthrodesis,"Hayward, Andrew",,,,,42,70,78,190
2015_q4,,Foot - Arthrodesis,,Zone 4,QE2,2015,4,41,69,181,404
12month_rolling,Urology,All,"O'Malley, Padraic",,,,,22,136,30,74
